id,prev_price,replace_time,satisfaction_score
81089,31,4,4
81092,31,4,4
81104,41,4,4
81107,34,4,4
81109,32,4,4
81110,40,4,4
81120,28,4,4
81178,38,4,4
81188,32,4,5
81204,40,4,4
81249,32,4,4
81251,40,4,4
81264,32,4,4
81289,44,5,4
81299,35,5,4
81335,33,4,4
81336,31,4,4
81337,41,4,4
81349,38,4,4
81351,33,4,4
81392,33,5,4
81394,34,4,4
81403,32,4,4
81404,38,4,4
81456,36,4,4
81466,35,4,4
81510,37,4,4
81525,37,4,4
81545,34,4,4
81565,37,4,4
81569,26,4,4
81596,39,4,4
81598,31,4,4
81613,40,4,4
81656,40,4,4
81675,34,4,4
81676,40,4,4
81717,34,4,4
81744,35,4,4
81798,34,4,4
81826,34,4,5
81833,35,4,4
81853,45,4,4
81875,37,4,4
81878,34,4,5
81884,32,4,4
81923,37,4,4
81979,37,4,4
81987,41,4,4
82025,38,4,4
82042,37,4,4
82048,34,4,4
82051,33,4,4
82062,32,4,4
82075,40,4,4
82089,42,4,4
82113,40,4,4
82163,30,4,4
82175,37,4,4
82206,37,4,4
82229,32,4,4
82240,35,4,4
82277,36,4,4
82291,36,5,4
82298,33,4,4
82305,34,3,4
82316,34,4,4
82323,38,4,4
82324,35,4,4
82340,34,4,4
82345,36,4,4
82351,34,4,4
82353,44,4,4
82359,34,4,4
82373,31,5,4
82420,36,4,4
82423,40,4,4
82466,44,4,4
82467,38,4,4
82482,39,4,4
82486,36,4,4
82500,40,4,4
82521,40,4,4
82584,38,5,4
82588,39,4,3
82629,35,4,4
82639,37,4,4
82640,40,4,4
82675,32,4,4
82687,43,3,4
82691,33,4,4
82694,28,4,4
82703,41,4,5
82746,37,5,4
82761,37,4,4
82782,40,4,4
82791,35,4,5
82816,34,4,4
82822,37,4,4
82837,32,4,4
82838,34,4,4
82853,40,4,4
82882,33,3,4
82903,34,5,4
82918,32,4,4
82932,36,4,4
82933,37,4,4
82952,40,4,4
82956,36,4,4
82967,30,4,4
83008,39,4,4
83009,33,4,4
83097,36,3,4
83099,38,4,4
83118,35,4,4
83145,34,4,4
83150,36,4,4
83171,31,4,4
83181,39,4,4
83240,35,4,4
83241,31,4,4
83276,32,4,4
83294,35,4,4
83321,41,4,4
83331,33,4,4
83333,38,4,4
83351,40,4,4
83357,38,4,4
83367,41,4,4
83386,34,4,5
83387,40,3,4
83414,32,4,4
83421,30,4,4
83448,32,4,4
83453,39,4,4
83469,36,4,4
83470,33,4,4
83490,36,4,4
83495,31,4,4
83515,33,4,4
83527,39,3,4
83528,29,4,4
83554,35,4,4
83592,35,4,4
83621,33,5,4
83631,40,4,4
83637,39,4,4
83647,31,4,4
83658,38,4,4
83662,39,4,4
83702,35,4,4
83704,39,3,4
83733,35,4,4
83750,37,4,5
83776,39,4,4
83779,43,4,4
83801,35,4,4
83825,40,4,4
83827,40,4,4
83838,32,4,4
83840,34,4,4
83853,32,4,4
83873,32,4,4
83882,37,4,4
83904,41,4,4
83908,30,4,4
83912,38,3,4
83935,37,4,4
83940,37,4,4
83951,39,4,4
83960,33,4,4
83962,34,4,4
83985,34,4,4
84002,30,4,4
84004,37,4,4
84023,42,4,3
84066,39,4,5
84079,34,4,4
84083,31,4,4
84101,30,4,4
84108,42,4,4
84114,40,4,4
84163,35,3,4
84165,32,4,5
84168,32,4,4
84170,40,4,4
84181,33,4,4
84198,38,4,4
84218,40,4,4
84223,45,4,4
84255,29,4,4
84260,35,5,4
84262,31,4,3
84269,38,4,4
84274,25,3,4
84286,44,5,4
84288,38,4,4
84315,36,4,3
84317,33,4,4
84340,34,4,4
84386,35,4,4
84396,41,5,4
84401,43,4,4
84403,34,4,4
84412,34,4,4
84425,30,4,4
84439,41,5,4
84443,39,4,4
84451,47,4,4
84458,36,4,4
84466,25,4,4
84472,34,4,5
84481,31,3,4
84485,40,4,3
84504,32,4,4
84507,37,4,4
84508,41,4,4
84525,35,4,4
84546,39,4,4
84581,43,4,4
84616,33,4,4
84637,39,3,4
84665,37,5,4
84671,41,4,4
84686,28,4,4
84698,38,4,4
84700,37,4,4
84716,36,4,4
84719,30,4,4
84729,33,4,4
84762,37,4,4
84776,44,5,4
84780,33,4,4
84804,28,4,4
84825,40,4,4
84850,42,4,5
84864,38,4,4
84903,38,4,4
84914,38,3,4
84919,38,4,4
84939,40,4,4
84953,28,4,4
84957,36,4,4
84984,44,4,4
85006,34,4,4
85013,41,4,3
85081,32,4,4
85096,44,4,4
85110,43,4,4
85128,30,4,4
85138,28,3,4
85167,34,4,4
85172,34,5,4
85184,36,4,4
85239,37,5,4
85246,36,4,4
85248,35,4,4
85267,36,4,4
85271,37,4,4
85286,34,3,4
85315,34,4,4
85333,38,4,4
85380,40,4,4
85383,44,4,4
85384,29,4,5
85391,35,4,4
85408,39,4,4
85428,33,4,4
85441,39,4,4
85454,37,4,4
85464,32,4,4
85483,35,4,4
85491,31,4,4
85499,37,3,4
85502,41,4,4
85503,36,4,4
85510,36,4,4
85511,38,4,4
85545,40,4,4
85550,36,4,4
85551,32,4,4
85581,37,5,4
85598,41,4,4
85613,33,4,4
85616,36,4,4
85624,30,4,4
85654,33,4,4
85658,40,4,4
85661,32,4,4
85691,34,4,4
85721,34,4,4
85739,31,4,4
85790,31,4,4
85815,39,4,4
85823,33,4,4
85834,40,4,4
85842,43,4,4
85851,36,4,4
85902,34,4,4
85914,41,4,4
86019,30,4,4
86065,33,4,3
86097,41,3,4
86102,35,3,4
86115,39,4,4
86149,42,4,4
86198,36,4,4
86210,29,4,4
86248,32,4,4
86249,38,4,4
86269,35,4,4
86276,31,4,4
86301,37,5,4
86319,37,4,4
86326,34,4,4
86395,34,4,4
86440,29,4,3
86470,37,4,4
86494,34,4,4
86502,33,4,5
86540,35,4,4
86549,36,4,4
86588,41,4,4
86606,41,4,4
86624,36,4,4
86636,31,4,4
86645,33,4,4
86653,45,4,4
86662,33,4,4
86680,37,4,4
86703,39,4,4
86704,42,4,4
86731,33,4,4
86733,35,3,4
86744,34,4,5
86745,39,4,4
86783,38,4,4
86792,36,4,4
86802,31,4,4
86809,33,4,4
86827,35,4,4
86874,37,4,4
86885,39,4,4
86886,29,4,4
86887,35,4,4
86891,33,5,4
86893,42,4,4
86925,38,4,4
86926,35,4,4
86937,41,4,4
86939,30,4,4
86954,32,4,4
86956,40,4,4
86999,32,4,4
87012,44,4,4
87031,31,5,4
87080,31,3,4
87082,32,4,4
87092,29,4,4
87107,38,4,4
87120,37,4,4
87147,40,4,5
87165,37,4,4
87207,31,5,4
87209,38,5,4
87228,36,4,4
87268,39,4,4
87272,42,4,4
87273,29,4,4
87284,40,4,4
87321,41,4,4
87348,39,4,4
87397,43,4,4
87403,33,4,4
87462,39,3,4
87510,44,4,4
87555,42,3,4
87560,37,4,4
87563,39,4,4
87567,38,4,4
87601,30,4,4
87610,35,4,4
87633,31,4,4
87663,35,4,4
87678,40,4,3
87721,35,4,4
87726,30,4,4
87756,30,4,4
87771,36,5,3
87798,35,5,4
87800,35,4,4
87807,31,4,3
87824,39,4,4
87856,43,4,5
87879,31,4,4
87925,45,3,4
87942,27,4,4
87945,38,4,4
87950,35,3,4
87952,37,3,4
87956,33,4,4
87960,30,4,4
87966,37,4,4
87988,38,4,4
87991,37,4,4
88002,34,4,4
88028,39,5,4
88035,39,4,4
88051,33,4,5
88062,35,4,4
88070,33,4,4
88073,45,4,4
88081,32,4,4
88090,29,4,4
88100,37,4,4
88106,30,4,4
88107,36,4,4
88114,37,4,4
88118,37,4,4
88175,35,4,4
88179,35,5,4
88182,34,4,4
88186,30,5,4
88227,36,5,4
88243,31,3,4
88253,39,3,4
88312,42,4,4
88321,43,4,4
88336,34,4,4
88347,33,4,4
88358,36,4,4
88381,36,4,4
88388,38,4,4
88392,40,4,4
88423,35,4,4
88433,36,4,4
88463,30,4,4
88464,44,4,4
88499,37,5,4
88505,35,4,4
88512,32,4,4
88529,40,4,4
88542,34,4,4
88572,39,4,4
88605,37,5,4
88614,38,4,4
88616,39,4,4
88680,32,4,4
88694,34,4,3
88697,35,4,4
88700,26,4,4
88707,32,4,4
88766,31,4,4
88780,39,3,4
88786,40,4,4
88789,35,4,4
88817,30,4,4
88819,36,4,4
88863,39,4,4
88885,38,4,4
88915,40,4,4
88934,40,4,4
89010,42,4,4
89013,39,4,4
89017,38,4,4
89025,35,4,4
89042,36,4,4
89045,36,4,4
89095,36,4,4
89142,30,4,4
89153,37,4,4
89164,35,4,4
89165,41,4,4
89183,35,4,4
89199,36,4,4
89206,39,4,4
89208,34,4,4
89219,34,4,4
89221,35,4,4
89236,42,4,4
89239,40,3,4
89265,36,4,4
89290,38,4,4
89296,34,4,4
89334,33,4,5
89355,36,4,4
89362,37,4,4
89378,38,3,4
89380,40,4,4
89383,35,4,4
89388,32,4,4
89390,40,4,4
89400,41,4,4
89404,33,4,4
89415,42,4,4
89432,41,4,4
89443,35,4,4
89454,38,4,4
89495,38,4,4
89502,37,4,4
89521,31,3,5
89544,37,4,4
89557,37,4,4
89635,39,4,3
89647,34,4,4
89663,33,4,4
89668,37,4,4
89683,38,4,4
89697,40,4,4
89707,41,4,4
89745,36,4,5
89768,34,4,4
89787,38,4,4
89849,37,4,4
89855,35,4,4
89892,42,4,4
89942,39,4,4
89949,37,4,4
89964,38,5,4
90010,41,4,3
90012,35,4,3
90021,34,4,3
90023,35,4,4
90040,37,3,4
90048,39,4,5
90073,35,4,4
90078,34,4,4
90092,34,4,4
90093,39,4,4
90114,36,4,5
90115,36,4,4
90120,32,4,4
90172,28,4,4
90175,41,4,4
90183,39,4,4
90223,37,4,4
90264,44,4,4
90299,34,4,4
90328,36,4,4
90337,35,4,4
90351,36,4,4
90372,36,4,4
90379,34,4,4
90391,32,4,5
90395,33,4,4
90411,33,3,4
90465,36,4,4
90467,38,4,4
90492,35,4,3
90494,37,4,4
90495,45,4,4
90516,29,4,3
90549,38,4,4
90558,33,4,4
90560,40,5,4
90612,40,4,4
90616,41,3,4
90624,39,3,4
90648,34,4,4
90664,41,4,4
90676,39,4,4
90688,38,4,4
90703,40,4,4
90707,38,4,4
90735,31,3,4
90736,33,4,4
90738,36,4,4
90772,32,4,4
90773,36,4,5
90791,34,4,4
90803,36,5,4
90810,34,4,4
90822,33,4,4
90848,38,4,4
90898,36,4,4
90909,31,4,4
90917,30,4,3
90925,40,4,4
90954,35,4,3
90967,41,4,5
90979,31,4,4
90994,37,4,4
90997,37,4,4
91021,35,4,3
91072,40,4,5
91073,32,4,4
91097,32,4,4
91123,39,4,4
91138,32,4,3
91155,34,4,4
91156,33,4,4
91170,29,4,4
91173,27,4,4
91209,42,5,4
91211,34,4,4
91226,35,4,4
91259,33,3,4
91270,42,4,4
91276,29,4,4
91303,37,4,4
91312,30,3,4
91320,35,4,4
91335,37,4,4
91336,34,4,4
91392,33,4,4
91393,39,4,4
91414,35,5,4
91418,42,4,4
91421,36,4,4
91435,30,4,4
91445,40,4,3
91453,34,4,4
91459,36,4,4
91479,27,4,4
91487,36,4,4
91517,30,4,4
91529,27,4,4
91532,41,4,4
91549,35,4,4
91555,37,4,4
91651,48,4,4
91660,41,3,4
91666,34,4,4
91681,40,4,4
91711,36,4,4
91725,36,4,4
91738,39,4,4
91742,32,4,5
91756,41,4,3
91775,38,4,4
91803,31,4,3
91808,35,5,4
91842,39,4,4
91859,31,4,5
91871,41,4,5
91882,35,4,4
91901,40,4,4
91904,41,4,4
91912,37,4,4
91936,38,4,4
91944,39,4,4
91946,36,4,4
91968,30,4,4
91985,38,4,5
91997,37,4,4
92017,38,4,4
92027,38,4,4
92064,36,4,4
92093,37,4,4
92108,40,4,4
92179,41,4,4
92183,32,4,4
92188,34,4,4
92216,34,4,4
92226,40,4,4
92244,37,4,4
92246,32,4,4
92284,37,4,4
92293,33,4,4
92298,39,4,4
92300,39,4,4
92304,36,4,5
92323,38,5,5
92334,33,5,4
92345,34,4,4
92349,36,4,4
92350,33,4,4
92381,36,4,4
92398,35,4,4
92440,44,4,4
92447,34,4,4
92451,37,4,4
92456,32,4,3
92475,37,4,4
92485,33,4,4
92499,27,4,4
92571,38,5,4
92581,45,4,4
92588,38,4,4
92592,34,4,4
92605,30,4,4
92608,37,4,4
92612,37,4,4
92613,35,4,4
92627,39,4,4
92633,38,4,4
92644,35,4,4
92650,32,4,4
92654,42,4,3
92684,33,4,4
92711,41,4,5
92716,30,5,4
92723,33,4,4
92745,32,4,4
92765,41,4,4
92775,36,4,4
92811,36,3,4
92822,33,4,4
92848,42,4,4
92876,43,4,4
92884,36,4,4
92891,38,4,4
92895,38,4,4
92931,33,4,4
92939,39,4,4
92940,42,4,5
92945,37,4,4
92993,29,5,4
93003,37,4,4
93012,38,4,4
93020,34,4,4
93050,33,4,4
93060,34,4,4
93088,38,4,4
93100,36,4,4
93130,41,3,4
93156,40,4,4
93176,40,4,4
93200,38,4,4
93203,41,4,4
93215,30,4,4
93221,30,4,4
93238,40,4,4
93241,32,5,4
93244,41,4,4
93297,27,4,4
93304,33,4,4
93308,40,5,5
93314,36,4,4
93349,33,4,4
93350,40,4,4
93356,37,5,4
93372,35,4,4
93411,39,4,4
93416,42,4,4
93455,37,3,4
93469,39,4,4
93481,37,4,4
93548,38,4,4
93550,34,5,3
93556,36,3,4
93598,29,4,4
93600,33,3,4
93603,38,4,4
93613,33,4,4
93648,43,4,4
93650,36,4,3
93666,38,3,4
93669,39,5,4
93753,31,4,3
93765,39,4,4
93767,38,4,4
93775,35,4,4
93796,29,4,4
93812,37,4,4
93820,42,4,4
93832,37,4,4
93836,32,4,5
93846,47,4,4
93854,33,4,4
93859,33,4,4
93863,27,4,4
93865,36,5,4
93866,33,4,4
93877,38,4,4
93926,34,4,3
93958,35,4,4
93959,42,4,4
93978,33,4,4
93989,31,4,4
93998,30,4,4
94007,30,4,4
94022,45,4,4
94039,32,4,5
94052,41,4,4
94064,32,4,4
94099,35,4,4
94103,35,4,4
94115,30,4,4
94131,43,4,4
94147,36,3,4
94187,44,4,4
94192,37,4,4
94198,36,4,4
94211,39,4,4
94213,38,4,4
94240,39,4,4
94253,32,5,4
94254,31,4,4
94290,32,4,4
94293,31,4,4
94297,35,4,4
94316,37,4,4
94317,38,4,4
94328,36,4,4
94332,34,4,4
94333,35,4,4
94395,33,4,4
94418,36,4,3
94423,42,4,4
94426,38,4,4
94428,32,4,4
94482,31,4,4
94483,36,4,4
94488,36,5,5
94548,41,5,4
94552,36,5,5
94558,30,4,4
94576,35,4,4
94582,32,4,4
94649,40,4,5
94676,40,4,4
94680,45,4,4
94681,33,4,4
94699,41,4,4
94710,38,3,4
94764,32,4,4
94770,35,4,4
94775,32,4,3
94800,32,4,4
94820,34,4,4
94832,43,4,4
94835,31,4,4
94856,31,4,4
94863,36,4,4
94879,39,5,4
94898,34,4,4
94911,33,4,4
94912,34,4,4
94917,33,4,4
94958,31,4,4
94970,34,4,4
94978,39,5,4
95006,30,4,4
95016,37,4,4
95066,37,4,3
95100,34,3,4
95118,36,4,4
95129,36,4,3
95131,33,4,4
95141,41,4,4
95166,30,4,4
95176,25,4,4
95183,34,4,4
95205,36,4,4
95259,38,4,4
95261,44,4,4
95296,41,4,4
95302,33,5,4
95308,44,4,4
95320,36,4,4
95322,35,4,4
95324,39,4,4
95355,36,4,4
95433,34,4,4
95439,35,4,3
95473,43,4,4
95524,38,4,3
95550,37,3,4
95559,33,3,4
95575,34,4,4
95584,36,4,4
95595,41,4,4
95612,44,4,4
95621,30,4,3
95634,38,5,4
95635,32,4,4
95637,36,4,4
95638,36,4,4
95664,39,4,4
95667,33,4,4
95675,33,4,4
95691,37,4,4
95712,30,4,3
95723,45,4,4
95725,39,4,4
95739,30,4,4
95763,37,4,3
95804,42,4,5
95834,37,5,4
95838,39,4,4
95847,39,4,4
95917,37,4,4
95937,34,4,4
95942,38,4,4
95945,39,4,4
96008,35,4,4
96015,41,4,4
96022,40,4,4
96042,29,4,4
96088,41,4,5
96145,40,4,4
96175,35,4,4
96177,28,4,4
96179,38,4,4
96265,40,4,4
96267,37,4,4
96277,43,4,4
96282,36,5,4
96287,31,4,4
96309,36,4,4
96320,36,4,4
96332,41,3,4
96333,40,4,4
96340,39,4,5
96375,42,4,4
96384,43,4,4
96408,29,4,4
96431,38,4,4
96432,47,4,4
96460,39,4,4
96468,35,4,3
96505,35,4,4
96512,36,4,4
96515,30,4,4
96525,46,4,4
96529,34,5,4
96535,43,4,4
96564,43,4,4
96574,34,4,5
96603,34,4,4
96609,38,4,4
96640,38,4,4
96643,34,4,5
96652,40,4,4
96657,40,5,4
96659,33,4,4
96690,33,4,4
96735,33,5,4
96740,41,5,4
96747,35,4,4
96759,33,4,4
96788,32,4,4
96855,40,4,4
96879,32,4,4
96888,39,5,4
96940,36,4,4
96959,27,4,4
96961,38,5,4
96971,35,3,4
96975,34,4,4
96994,34,4,4
97005,35,4,4
97007,32,4,3
97128,34,4,4
97131,41,4,4
97134,41,4,4
97144,34,5,4
97151,36,4,4
97177,41,4,4
97180,29,5,4
97189,44,4,4
97287,38,4,4
97341,36,3,4
97370,39,4,4
97377,35,4,4
97379,36,3,4
97383,35,4,4
97390,36,4,4
97411,30,4,4
97424,38,4,5
97439,33,4,4
97593,38,4,4
97602,35,4,4
97606,35,4,4
97614,43,3,4
97630,32,4,4
97632,38,4,4
97669,29,4,4
97673,32,4,4
97687,38,4,4
97689,40,4,4
97715,29,4,4
97726,35,4,3
97741,33,4,4
97756,34,4,4
97760,37,4,4
97771,38,4,4
97773,41,5,3
97778,34,4,4
97780,31,4,4
97794,38,4,4
97799,43,4,4
97822,38,4,4
97828,33,4,4
97846,38,3,4
97866,33,4,5
97894,35,4,4
97917,30,4,4
97953,35,4,4
97955,40,4,4
97968,37,4,4
98031,35,4,4
98038,36,4,5
98057,36,4,4
98072,36,4,4
98079,35,4,4
98087,36,4,4
98102,39,4,4
98120,41,4,4
98124,40,4,4
98133,40,4,4
98186,40,4,4
98192,38,4,4
98220,41,4,4
98229,39,4,4
98248,39,4,4
98257,42,3,4
98270,36,4,4
98272,36,3,4
98282,35,4,4
98292,40,4,4
98306,31,4,4
98346,42,4,4
98364,36,4,4
98383,33,4,4
98399,33,4,4
98400,40,4,4
98403,38,4,4
98410,34,4,4
98417,35,4,4
98495,36,4,4
98509,35,4,4
98510,41,4,4
98526,38,4,4
98557,35,4,4
98563,32,4,4
98568,40,4,4
98573,35,4,4
98606,33,4,4
98612,33,4,4
98616,36,4,4
98624,35,4,4
98645,33,4,3
98649,33,4,4
98670,40,4,4
98690,37,4,4
98800,34,4,4
98804,30,4,4
98805,33,4,4
98811,31,4,4
98821,39,4,4
98830,38,4,4
98839,33,4,4
98875,32,4,4
98885,39,4,5
98893,37,4,4
98903,34,4,4
98907,31,4,4
98922,37,4,4
98923,45,4,4
98936,32,4,4
98941,36,5,4
98948,32,4,4
98996,37,4,4
99017,36,4,4
99035,38,4,4
99049,34,4,5
99052,38,4,4
99059,38,4,4
99068,36,4,4
99070,40,4,4
99077,35,4,4
99113,37,4,4
99129,39,4,4
99137,45,4,4
99148,41,4,4
99230,33,4,4
99250,40,5,4
99259,39,4,4
99267,34,4,4
99275,40,4,4
99284,37,4,4
99296,38,4,4
99321,38,4,4
99348,34,4,4
99364,40,4,4
99388,36,4,4
99394,37,4,4
99395,42,4,4
99459,41,4,4
99460,35,4,4
99473,41,4,4
99506,33,4,4
99507,36,4,4
99514,34,4,3
99516,37,4,5
99529,29,4,4
99554,40,4,4
99584,38,4,4
99585,33,4,4
99587,38,4,4
99621,40,3,4
99636,35,4,4
99645,31,4,4
99657,35,4,4
99670,41,4,3
99684,41,4,4
99706,32,4,4
99730,42,4,4
99751,36,4,4
99754,37,4,4
99768,30,4,4
99775,35,4,4
99776,31,4,3
99816,37,4,4
99833,36,4,4
99851,35,4,4
99870,40,4,4
99887,35,4,4
99905,32,4,4
99912,37,4,3
99923,41,4,4
99988,36,4,4
99995,36,4,4
100019,38,4,4
100030,40,5,4
100039,37,4,3
100043,35,4,4
100048,41,4,4
100061,33,4,3
100069,37,4,4
100095,29,4,4
100096,35,4,4
100097,36,4,4
100131,34,4,4
100158,36,4,4
100192,32,4,4
100230,33,4,4
100256,28,4,4
100261,37,4,4
100275,44,4,3
100281,34,4,4
100284,36,4,4
100306,32,4,4
100311,37,4,4
100315,35,4,4
100325,30,4,4
100336,36,5,4
100351,32,4,4
100379,37,4,4
100399,33,4,4
100431,28,4,4
100436,30,4,4
100446,39,4,4
100449,34,4,4
100486,41,4,4
100502,41,4,4
100568,37,4,4
100613,39,4,4
100624,33,3,3
100636,33,4,4
100651,35,4,5
100657,40,3,4
100664,41,4,4
100701,35,4,4
100706,39,4,4
100709,33,4,4
100716,38,4,4
100772,35,4,5
100792,36,4,4
100836,36,4,4
100842,37,4,4
100851,29,4,4
100853,27,4,5
100894,39,5,4
100895,33,4,4
100904,38,4,4
100909,31,4,4
100912,37,4,4
100925,37,4,4
100926,37,4,4
100951,41,4,4
100985,48,4,4
101032,40,3,4
101070,41,5,4
101083,37,4,3
101089,33,4,4
101097,41,4,4
101100,38,4,4
101101,34,4,4
101104,32,4,4
101112,33,4,4
101119,42,4,4
101123,39,4,4
101126,32,4,4
101131,36,4,4
101133,34,4,4
101160,34,4,5
101187,33,4,4
101204,37,4,4
101230,35,4,3
101235,31,4,4
101261,37,3,4
101286,30,4,4
101305,33,4,5
101312,45,4,4
101325,35,4,4
101354,42,4,4
101384,35,4,4
101402,31,4,4
101406,44,4,4
101409,33,4,4
101446,31,4,4
101483,38,3,4
101508,39,4,3
101510,38,4,4
101515,39,4,4
101516,37,4,4
101530,35,4,4
101595,40,4,4
101601,36,4,4
101611,35,5,4
101620,33,3,4
101622,31,4,4
101629,40,4,4
101632,40,4,4
101642,38,4,4
101655,42,4,4
101661,39,4,4
101696,31,5,4
101699,38,4,4
101710,37,4,4
101721,32,4,4
101750,33,4,4
101758,37,4,4
101763,37,4,4
101764,40,4,4
101787,36,4,3
101824,35,4,4
101835,39,4,4
101838,35,4,4
101888,43,4,4
101889,32,4,4
101901,39,4,3
101945,35,4,3
101963,31,4,4
101988,35,4,4
102007,34,4,4
102032,42,4,4
102082,36,4,5
102097,38,5,4
102109,34,4,4
102125,39,4,4
102133,35,4,4
102144,39,4,4
102145,35,4,4
102172,37,4,4
102175,37,4,4
102238,22,5,4
102257,37,4,4
102269,40,4,4
102312,37,4,4
102325,33,5,4
102331,40,4,4
102370,35,4,4
102376,41,3,4
102384,35,4,4
102393,34,4,4
102431,33,4,4
102441,29,4,4
102443,40,4,4
102444,35,4,4
102461,39,4,5
102473,39,3,4
102486,34,4,4
102497,42,4,4
102536,34,3,4
102540,37,4,4
102546,28,4,4
102561,40,4,4
102597,34,4,4
102622,37,4,4
102623,36,4,4
102637,35,3,4
102678,39,4,4
102682,42,4,4
102697,39,4,4
102701,34,4,4
102704,35,4,4
102716,38,4,4
102723,38,4,3
102765,42,4,4
102766,34,4,4
102786,39,4,4
102787,42,4,4
102790,42,4,4
102804,35,4,4
102812,37,4,4
102862,33,4,5
102870,32,4,4
102875,41,4,4
102921,39,4,4
102956,36,4,4
102977,32,4,4
102986,44,4,4
103031,35,4,4
103085,35,4,4
103091,37,4,4
103126,32,3,4
103147,40,4,4
103152,36,4,4
103162,36,4,4
103169,34,4,4
103177,36,4,4
103205,31,4,4
103208,30,4,4
103251,36,4,4
103288,32,4,4
103297,33,4,4
103309,42,4,4
103347,33,4,4
103382,41,4,4
103392,32,4,5
103403,36,4,4
103420,36,4,4
103457,39,4,4
103495,34,4,4
103497,36,4,4
103516,34,4,4
103528,39,4,4
103535,38,4,4
103544,35,4,4
103585,31,4,4
103628,31,4,4
103661,37,4,4
103670,39,4,4
103684,38,4,4
103696,43,4,4
103699,31,4,4
103705,34,4,4
103731,36,5,4
103736,46,4,4
103751,30,4,4
103755,37,4,5
103774,41,4,4
103790,38,3,4
103805,39,4,4
103807,37,4,4
103811,36,4,4
103828,32,4,4
103831,36,4,4
103870,41,4,4
103891,36,4,4
103903,30,4,4
103926,37,4,4
103942,43,4,4
103971,42,4,4
104005,39,4,4
104011,35,5,4
104015,33,4,4
104024,35,4,4
104037,34,4,4
104040,35,4,4
104067,36,4,4
104083,30,4,5
104101,36,4,4
104106,35,4,4
104108,35,4,4
104117,31,4,4
104119,33,4,4
104162,34,5,4
104169,34,4,4
104171,39,4,4
104175,41,4,4
104185,34,4,4
104192,39,4,4
104245,34,4,4
104270,31,4,4
104289,38,4,4
104308,29,4,4
104314,36,4,4
104329,41,4,4
104353,29,4,4
104354,34,4,4
104370,39,4,4
104392,40,4,5
104420,37,4,4
104439,41,4,4
104457,35,4,4
104463,39,3,4
104466,37,4,4
104516,36,5,4
104526,41,4,4
104545,24,4,4
104550,38,4,4
104560,30,4,4
104562,39,4,4
104573,40,4,4
104574,36,4,4
104577,41,4,4
104582,44,4,4
104583,34,4,4
104594,43,4,4
104596,30,4,4
104686,37,4,4
104725,31,4,4
104779,26,4,4
104826,30,4,4
104863,34,4,4
104881,33,5,4
104882,31,4,4
104917,38,5,4
104925,38,4,3
104931,38,4,5
104939,37,4,4
104941,39,4,4
104960,44,4,4
104961,34,4,4
104963,37,4,4
104985,31,5,4
104997,27,4,4
105021,40,4,4
105024,30,4,4
105046,38,4,4
105049,30,4,4
105064,36,4,4
105074,39,4,4
105085,32,4,4
105097,34,4,4
105104,36,4,4
105105,36,4,5
105123,34,5,4
105134,37,4,4
105136,48,3,4
105170,28,4,4
105187,36,4,4
105193,41,4,4
105205,43,5,4
105208,34,4,3
105210,39,4,5
105220,28,4,4
105233,29,4,4
105240,36,4,4
105242,34,4,4
105279,39,4,4
105315,34,4,5
105341,36,5,4
105344,34,4,4
105346,37,4,4
105372,40,4,4
105379,36,4,4
105392,35,5,4
105410,34,4,4
105425,36,4,5
105446,39,4,4
105488,29,4,4
105495,38,4,4
105512,41,4,4
105514,39,4,4
105585,29,4,4
105609,37,4,4
105624,34,4,4
105642,33,4,4
105650,42,4,4
105668,36,4,4
105728,30,4,4
105738,29,3,4
105768,39,4,3
105774,36,4,4
105794,43,4,4
105796,41,4,4
105816,31,4,4
105833,36,4,4
105860,39,4,4
105868,31,4,5
105891,37,4,4
105912,32,4,4
105929,34,5,4
105939,37,4,4
105942,39,4,4
105949,36,4,4
105997,43,4,4
106014,33,4,4
106016,38,4,4
106022,36,4,4
106027,42,4,4
106039,36,4,4
106044,34,4,4
106081,41,4,4
106082,29,4,5
106106,34,4,3
106147,37,4,4
106177,35,3,4
106181,37,3,4
106280,45,4,4
106281,42,4,4
106282,38,4,4
106320,37,4,4
106356,34,3,5
106375,31,4,4
106386,35,4,4
106390,34,4,4
106423,38,4,4
106426,39,4,4
106441,40,4,4
106457,30,4,4
106501,31,4,4
106528,44,4,4
106538,37,4,4
106555,39,4,4
106570,36,4,4
106572,33,4,4
106575,36,3,4
106583,38,4,3
106586,36,4,3
106599,36,4,4
106600,39,4,4
106601,43,4,3
106607,42,5,4
106651,29,4,4
106660,34,4,4
106668,42,4,4
106681,32,3,4
106688,32,4,4
106702,42,4,4
106725,34,4,4
106763,36,4,4
106775,40,4,4
106781,33,5,4
106803,37,4,3
106829,32,4,4
106832,36,4,4
106841,35,4,4
106862,40,4,3
106880,42,4,4
106883,46,4,4
106886,34,4,4
106928,34,4,4
106932,31,4,4
106937,38,4,4
106983,36,4,4
106986,31,4,4
106988,40,4,4
107006,39,4,4
107038,37,4,4
107055,38,3,4
107060,37,4,4
107079,38,4,4
107086,33,4,4
107106,35,4,3
107113,34,4,4
107123,39,4,4
107136,31,4,4
107138,36,4,4
107142,38,4,4
107143,41,4,4
107177,39,3,4
107179,36,4,4
107192,33,4,4
107197,33,4,4
107212,30,4,4
107221,42,4,4
